Category,Subcategory,Faction,Type,Deed,LP,Trait,Details,Title,Level,Party
Rhovanion,Hytbold,,Q,The Lumber-mill: Enhancements 2,,,Hytbold – Oseg,,85,Solo
Rhovanion,Hytbold,,Q,The Lumber-mill: Enhancements 3,,,Hytbold – Hereswith,,85,Solo
Rhovanion,Hytbold,,Q,The Lumber-mill: Enhancements 4,,,Hytbold – Warin,,85,Solo
Rhovanion,Hytbold,,Q,The Lumber-mill: Enhancements 5,,,Hytbold – Freamar,,85,Solo
Rhovanion,Hytbold,,Q,The Lumber-mill: Superior Workbench,,,Hytbold – Freamar,,85,Solo
Rhovanion,Hytbold,,Q,The Lumber-mill: Inhabitants 1,,,Hytbold – Hereswith,,85,Solo
Rhovanion,Hytbold,,Q,The Lumber-mill: Inhabitants 2,,,Hytbold – Warin,,85,Solo
Rhovanion,Hytbold,,Q,The Armoury: Rebuild,,,Hytbold – Edgal,,85,Solo
Rhovanion,Hytbold,,Q,The Armoury: Enhancements 1,,,Hytbold – Oseg,,85,Solo
Rhovanion,Hytbold,,Q,The Armoury: Enhancements 2,,,Hytbold – Hereswith,,85,Solo
Rhovanion,Hytbold,,Q,The Armoury: Enhancements 3,,,Hytbold – Warin,,85,Solo
Rhovanion,Hytbold,,Q,The Armoury: Enhancements 4,,,Hytbold – Freamar,,85,Solo
Rhovanion,Hytbold,,Q,The Armoury: Inhabitants 1,,,Hytbold – Edgal,,85,Solo
Rhovanion,Hytbold,,Q,The Armoury: Inhabitants 2,,,Hytbold – Edgal,,85,Solo
Rhovanion,Hytbold,,Q,Townsfolk 1,,,Hytbold – Edgal,,85,Solo
Rhovanion,Hytbold,,Q,Townsfolk 2,,,Hytbold – Edgal,,85,Solo
Rhovanion,Hytbold,,Q,Townsfolk 3,,,Hytbold – Hargar,,85,Solo
Rhovanion,Hytbold,,Q,Townsfolk 4,,,Hytbold – Harsterre,,85,Solo
Rhovanion,Hytbold,,Q,Townsfolk 5,,,Hytbold – Segwine,,85,Solo
Rhovanion,Hytbold,,Q,Townsfolk 6,,,Hytbold – Egmund,,85,Solo
Rhovanion,Hytbold,,Q,The Library: Rebuild,,,Hytbold – Edgal,,85,Solo
Rhovanion,Hytbold,,Q,The Library: Enhancements 1,,,Hytbold – Hereswith,,85,Solo
Rhovanion,Hytbold,,Q,The Library: Enhancements 2,,,Hytbold – Freamar,,85,Solo
Rhovanion,Hytbold,,Q,The Library: Inhabitants,,,Hytbold – Oseg,,85,Solo
Rhovanion,Hytbold,,Q,The Library: Superior Study,,,Hytbold – Warin,,85,Solo
Rhovanion,Hytbold,,Q,The Stable: Rebuild,,,Hytbold – Edgal,,85,Solo
Rhovanion,Hytbold,,Q,The Stable: Enhanceements 1,,,Hytbold – Warin,,85,Solo
Rhovanion,Hytbold,,Q,The Stable: Enhanceements 2,,,Hytbold – Egmund,,85,Solo
Rhovanion,Hytbold,,Q,The Stable: Wold Horses,,,Hytbold – Hargar,,85,Solo
Rhovanion,Hytbold,,Q,The Stable: Sutcrofts Horses,,,Hytbold – Harsterre,,85,Solo
Rhovanion,Hytbold,,Q,The Stable: Norcrofts Horses,,,Hytbold – Segwine,,85,Solo
Rhovanion,Hytbold,,Q,The Stable: Entwash Vale Horses,,,Hytbold – Egmund,,85,Solo
Rhovanion,Hytbold,,Q,The East Gate: Rebuild,,,Hytbold – Oseg,,85,Solo
Rhovanion,Hytbold,,Q,The East Gate: Enhancements 1,,,Hytbold – Warin,,85,Solo
Rhovanion,Hytbold,,Q,The East Gate: Enhancements 2,,,Hytbold – Freamar,,85,Solo
Rhovanion,Hytbold,,Q,The East Gate: Defenders,,,Hytbold – Harsterre,,85,Solo
Rhovanion,Hytbold,,Q,The West Gate: Rebuild,,,Hytbold – Oseg,,85,Solo
Rhovanion,Hytbold,,Q,The West Gate: Enhancements 1,,,Hytbold – Warin,,85,Solo
Rhovanion,Hytbold,,Q,The West Gate: Enhancements 2,,,Hytbold – Freamar,,85,Solo
Rhovanion,Hytbold,,Q,The West Gate: Defenders,,,Hytbold – Harsterre,,85,Solo
Rhovanion,Hytbold,,Q,Cottage of the Wold: Rebuild,,,Hytbold – Hargar,,85,Solo
Rhovanion,Hytbold,,Q,Cottage of the Wold: Enhancements 1,,,Hytbold – Hargar,,85,Solo
Rhovanion,Hytbold,,Q,Cottage of the Wold: Enhancements 2,,,Hytbold – Hargar,,85,Solo
Rhovanion,Hytbold,,Q,Cottage of the Wold: Enhancements 3,,,Hytbold – Hargar,,85,Solo
Rhovanion,Hytbold,,Q,Cottage of the Wold: Inhabitants,,,Hytbold – Hargar,,85,Solo
Rhovanion,Hytbold,,Q,House of the Wold: Rebuild,,,Hytbold – Hargar,,85,Solo
Rhovanion,Hytbold,,Q,House of the Wold: Enhancements 1,,,Hytbold – Hargar,,85,Solo
Rhovanion,Hytbold,,Q,House of the Wold: Enhancements 2,,,Hytbold – Hargar,,85,Solo
Rhovanion,Hytbold,,Q,House of the Wold: Enhancements 3,,,Hytbold – Hargar,,85,Solo
Rhovanion,Hytbold,,Q,House of the Wold: Inhabitants,,,Hytbold – Hargar,,85,Solo
Rhovanion,Hytbold,,Q,House of the Sutcrofts: Rebuild,,,Hytbold – Harsterre,,85,Solo
Rhovanion,Hytbold,,Q,House of the Sutcrofts: Enhancements 1,,,Hytbold – Harsterre,,85,Solo
Rhovanion,Hytbold,,Q,House of the Sutcrofts: Enhancements 2,,,Hytbold – Harsterre,,85,Solo
Rhovanion,Hytbold,,Q,House of the Sutcrofts: Enhancements 3,,,Hytbold – Harsterre,,85,Solo
Rhovanion,Hytbold,,Q,House of the Sutcrofts: Inhabitants,,,Hytbold – Harsterre,,85,Solo
Rhovanion,Hytbold,,Q,House of the Norcrofts: Rebuild,,,Hytbold – Segwine,,85,Solo
Rhovanion,Hytbold,,Q,House of the Norcrofts: Enhancements 1,,,Hytbold – Segwine,,85,Solo
Rhovanion,Hytbold,,Q,House of the Norcrofts: Enhancements 2,,,Hytbold – Segwine,,85,Solo
Rhovanion,Hytbold,,Q,House of the Norcrofts: Enhancements 3,,,Hytbold – Segwine,,85,Solo
Rhovanion,Hytbold,,Q,House of the Norcrofts: Inhabitants,,,Hytbold – Segwine,,85,Solo
Rhovanion,Hytbold,,Q,Cottage of the Norcrofts: Rebuild,,,Hytbold – Segwine,,85,Solo
Rhovanion,Hytbold,,Q,Cottage of the Norcrofts: Enhancements 1,,,Hytbold – Segwine,,85,Solo
Rhovanion,Hytbold,,Q,Cottage of the Norcrofts: Enhancements 2,,,Hytbold – Segwine,,85,Solo
Rhovanion,Hytbold,,Q,Cottage of the Norcrofts: Enhancements 3,,,Hytbold – Segwine,,85,Solo
Rhovanion,Hytbold,,Q,Cottage of the Norcrofts: Inhabitants,,,Hytbold – Segwine,,85,Solo
Rhovanion,Hytbold,,Q,House of the Entwash Vale: Rebuild,,,Hytbold – Egmund,,85,Solo
Rhovanion,Hytbold,,Q,House of the Entwash Vale: Enhancements 1,,,Hytbold – Egmund,,85,Solo
Rhovanion,Hytbold,,Q,House of the Entwash Vale: Enhancements 2,,,Hytbold – Egmund,,85,Solo
Rhovanion,Hytbold,,Q,House of the Entwash Vale: Enhancements 3,,,Hytbold – Egmund,,85,Solo
Rhovanion,Hytbold,,Q,House of the Entwash Vale: Inhabitants,,,Hytbold – Egmund,,85,Solo
Rhovanion,Hytbold,,Q,Farmhouse of the Entwash Vale: Rebuild,,,Hytbold – Freamar,,85,Solo
Rhovanion,Hytbold,,Q,Farmhouse of the Entwash Vale: Enhancements,,,Hytbold – Freamar,,85,Solo
Rhovanion,Hytbold,,Q,Farmhouse of the Entwash Vale: Crops,,,Hytbold – Freamar,,85,Solo
Rhovanion,Hytbold,,Q,Farmhouse of the Sutcrofts: Superior Oven,,,Hytbold – Freamar,,85,Solo
Rhovanion,Hytbold,,Q,Farmhouse of the Entwash Vale: Inhabitants,,,Hytbold – Freamar,,85,Solo
Rhovanion,Hytbold,,Q,Farmhouse of the Sutcrofts: Rebuild,,,Hytbold – Hereswith,,85,Solo
Rhovanion,Hytbold,,Q,Farmhouse of the Sutcrofts: Enhancements,,,Hytbold – Hereswith,,85,Solo
Rhovanion,Hytbold,,Q,Farmhouse of the Sutcrofts: Crops,,,Hytbold – Hereswith,,85,Solo
Rhovanion,Hytbold,,Q,Farmhouse of the Sutcorfts: Superior Farmland,,,Hytbold – Hereswith,,85,Solo
Rhovanion,Hytbold,,Q,Farmhouse of the Sutcrofts: Inhabitants,,,Hytbold – Hereswith,,85,Solo
Rhovanion,East Rohan,,Q,Welcome to Harwick,,,Harwick Refugee Camp – Cillan,Knight of the Wold,76,Solo
Rhovanion,East Rohan,,Q,Exploring the Ancient Tomb,,,The Ancient Tomb – Landscape,Norcrofts Tomb-raider,78,Solo
Rhovanion,East Rohan,,Q,An End to Ambal,,,Caddabrand's Camp – Caddabrand,Caddabrand's Apprentice,79,Solo
Rhovanion,East Rohan,,Q,In Service to Reeve Athelward,,,Cliving Jail – Walnoth,Detective,79,Solo
Rhovanion,East Rohan,,Q,Wrath of the Reeve,,,Mead Hall of Cliving – Athelward,The Gallant,79,Solo
Rhovanion,East Rohan,,Q,The Elfward,,,Mead Hall of Faldham – Elfmar,of the Elfward,79,Solo
Rhovanion,East Rohan,,Q,The Defence of Faldham,,,Mead Hall of Faldham – Elfmar,Wayfarer of the Plains,80,Solo
Rhovanion,East Rohan,,Q,Awake at Long Last,,,Eaves of Fangorn – Oldheart,Tree-herder,83,Solo
Rhovanion,East Rohan,,Q,The Witan,,,Hytbold – Edgal,Thane of Hytbold,85,Solo
Rhovanion,East Rohan,,Q,-> also for The Witan,,,,Thane of the Eastemnet,-,-
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,M,Deeds of Wildermore,-,-,Complete 3 meta deeds in Wildermore,,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,M,Quests of Wildermore,-,-,Complete 5 quest deeds in Wildermore,,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,M,Explorer of Wildermore,-,-,Complete 7 explorer and 3 lore deeds in Wildermore,,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,M,Slayer of Wildermore,-,-,Complete 6 slayers deeds in Wildermore,,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,M,The Survivor's of Wildermore: Final,-,-,Complete 5 deeds in Wildermore,,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,F,Battles and Events,-,-,Complete 5 quests,,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,F,Protecting the Lands of Wildermore,-,-,Complete 10 quests,,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,F,Riding in Wildermore,-,-,Complete 7 quests,,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,F,Warbands II: Wildermore's Roaming Enemies,-,-,Complete 13 Warband II quests,,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,F,Wildermore's Bounties,-,-,Complete 8 Bounty quests,,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,E,Farms of the Fallows,5,Idealism,Find 6 farms in the Fallows,Finder of Forlaw's Farms,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,E,Isolation in the Whitshaws,5,-,Find 3 huts in Whitshaws,,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,E,Peaks of the High Knolls,5,Tolerance,Find 5 peaks in High Knolls,Far-gazer,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,E,Settlements of Wildermore,5,Charity,Find 7 settlements in Wildermore,Warmth Amidst the Cold,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,E,The Path of Nurzum,5,Determination,Retrace the path of Nurzum,Follower of Frozen Footsteps,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,E,The Wilds of Wildermore,5,Fortitude,Find points of interest in the wilds of Wildermore,Wayfarer of the Wild Lands,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,E,These Hostile Lands,5,Loyalty,Find 5 enemy camps in Wildermore,The Rugged,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,L,Blooming in the Snow,5,Mercy,Collect 6 plants in Wildermore,Blossom in the Snow,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,L,Forlaw Explorer,5,Confidence,Find 17 points of interest in Forlaw,Explorer of Forlaw,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,L,Loved and Lost,5,Empathy,Explore the graveyard,Seeker of Sorrow,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,L,Quests of the Balewood,5,Zeal,Complete quests within Balewood (25),Friend of the Deep Woods,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,L,Quests of the Fallows,5,Honesty,Complete quests within the Fallows (24),Salvager of Lost Dreams,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,L,Quests of the High Knolls,5,Innocence,Complete quests within High Knolls (22),Saviour of the Lost,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,L,Quests of the Whitshaws,5,Fidelity,Complete quests within Whitshaws (24),Roamer of the Ice-bound Lands,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,L,Quests of the Writhendowns,5,Patience,Complete quests within Writhendowns (22),Hope for the Hopeless,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,S,Orc Slayer,5,-,Defeat Orcs in Wildermore (100),,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,S,Orc Slayer (advanced),5,Honour,Defeat Orcs in Wildermore (200),Orc-slayer of Wildermore,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,S,Slayer of Mounted Foes,5,-,Defeat Mounted foes in Wildermore (80),,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,S,Slayer of Mounted Foes (advanced),5,Valour,Defeat Mounted foes in Wildermore (160),Slayer of Mounted Foes in Wildermore,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,S,Slayer of Wolves and Wargs,5,-,Defeat Wolves or Wargs in Wildermore (100),,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,S,Slayer of Wolves and Wargs (advanced),5,Compassion,Defeat Wolves or Wargs in Wildermore (200),Slayer of Wolves and Wargs in Wildermore,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,S,Snow-cat Slayer,5,-,Defeat Snow-cats in Wildermore (100),,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,S,Snow-cat Slayer (advanced),5,Wisdom,Defeat Snow-cats in Wildermore (200),Snow-cat Slayer of Wildermore,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,S,Uruk-slayer,5,-,Defeat Uruks in Wildermore (100),,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,S,Uruk-slayer (advanced),5,Justice,Defeat Uruks in Wildermore (200),Uruk-slayer of Wildermore,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,S,Wood-troll Slayer,5,-,Defeat Wood-trolls in Wildermore (80),,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,S,Wood-troll Slayer (advanced),5,Discipline,Defeat Wood-trolls in Wildermore (160),Wood-troll Slayer of Wildermore,,
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Bounty: Keen Eye,,,Forlaw - Britric,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,"Bounty: Krah, the Spymaster",,,Forlaw - Britric,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Bounty: Marr,,,Forlaw - Britric,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Bounty: Viz,,,Forlaw - Britric,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Bounty: Kurr,,,Forlaw - Britric,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Bounty: Shakolam,,,Forlaw - Britric,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Bounty: Sulmus,,,Forlaw - Britric,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Bounty: Iorwerth,,,Forlaw - Britric,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Scylfig: Target Shooting,,,Forlaw - Gyric,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Whitshaws: Mounted Fishing,,,- set,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Whitshaws: Yst-arning,,,- set,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Whitshaws: Jousting with Rohirrim,,,Forlaw - Gyric,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Scylfig: Celebration Feast,,,- set,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Balewood: A Strong Resemblance,,,Forlaw - Ealswith,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Balewood: Driving Back the Enemy,,,- set,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Fallows: The Farmer's Loss,,,Forlaw - Ealswith,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Fallows: Driving Back the Enemy,,,- set,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,High Knolls: Tremors of the Tors,,,Forlaw - Ealswith,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,High Knolls: Driving Back the Enemy,,,- set,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Whitshaws: Cruelty Towards Beasts,,,Forlaw - Ealswith,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Whitshaws: Driving Back the Enemy,,,- set,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Writhendowns: Hope Alight,,,Forlaw - Ealswith,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Writhendowns: Driving Back the Enemy,,,- set,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Thrymm's Farm: Cleansing,,,Forlaw - Dudoc,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Thrymm's Farm: Reclaiming,,,- set,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,High Knolls: An Occupied Road,,,Forlaw - Dudoc,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Whitshaws: Goblin-rider's Onslaught,,,Forlaw - Dudoc,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Whitshaws: Tails as Trophies,,,Forlaw - Dudoc,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Whitshaws: Harassing Wargs,,,- set,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Writhendowns: Easterling's Interest,,,Forlaw - Dudoc,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Warband II: Rottenheart,,,Forlaw - Manni,,85,Raid
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Warband II: Varg,,,- set,,85,Fellow
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Warband II: Shaguk,,,Forlaw - Manni,,85,Raid
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Warband II: Arataus,,,- set,,85,Small Fellow
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Warband II: Zovarr,,,- set,,85,Fellow
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Warband II: Shum,,,- set,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Warband II: The High Knolls Blizzard,,,Forlaw - Manni,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Warband II: Karkas,,,- set,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Warband II: Conog,,,Forlaw - Manni,,85,Raid
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Warband II: Glimtog,,,- set,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Warband II: Foulwing,,,Forlaw - Manni,,85,Solo
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Warband II: Balcharan,,,- set,,85,Small Fellow
Rhovanion,Wildermore,People of Wildermore / Survivors of Wildermore,Q,Warband II: Voz,,,- set,,85,Fellow
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,M,Deeds of the Westemnet,-,-,Complete 3 meta deeds and 1 quest deed in Westemnet,,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,M,Quests of the Westemnet,-,-,Complete 5 quest deeds in Westemnet,,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,M,Explorer of the Westemnet,-,-,Complete 5 explorer deeds in Westemnet,,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,M,Slayer of the Westemnet,-,-,Complete 11 slayers deeds in Westemnet,,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,E,Broadacres Exploration,5,Charity,Find 7 points of interest in Broadacres,Explorer of Broadacres,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,E,Eastfold Exploration,5,Patience,Find 6 points of interest in Eastfold,Explorer of the Eastfold,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,E,Kingstead Exploration,5,Wisdom,Find 11 points of interest in Kingstead,Explorer of Kingstead,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,E,Stonedeans Exploration,5,Confidence,Find 9 points of interest in Stonedeans,Explorer of the Stonedeans,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,E,The Stewards of Fangorn,-,-,Complete quests with Quickbeam's Huorn (12),,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,E,Westfold Exploration,5,Idealism,Find 9 points of interest in Westfold,Explorer of the Westfold,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,L,Quests of Kingstead,5,Fidelity,Complete quests within Kingstead (50),Hero of Kingstead,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,L,Quests of the Broadacres,5,Empathy,Complete quests within Broadacres (50),Hero of Broadacres,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,L,Quests of the Eastfold,5,Honesty,Complete quests within Eastfold (50),Hero of the Eastfold,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,L,Quests of the Stonedeans,5,Honour,Complete quests within Stonedeans (50),Hero of the Stonedeans,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,L,Quests of the Westfold,5,Innocence,Complete quests within Westfold (50),Hero of the Westfold,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,L,Survivor of the Long Night,-,Zeal,Complete through Vol III Book 13 Chapter 10,,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,S,Boar and Bear Slayer,5,-,Defeat Boar or Bear in Westemnet (100),,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,S,Boar and Bear Slayer (advanced),5,Zeal,Defeat Boar or Bear in Westemnet (200),Boar and Bear Slayer of the Westemnet,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,S,Craban Slayer,5,-,Defeat Craban in Westemnet (80),,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,S,Craban Slayer (advanced),5,Discipline,Defeat Craban in Westemnet (160),Craban Slayer of the Westemnet,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,S,Dunlending Slayer,5,-,Defeat Dunlending in Westemnet (100),,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,S,Dunlending Slayer (advanced),5,Fortitude,Defeat Dunlending in Westemnet (200),Dunlending Slayer of the Westemnet,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,S,Goblin Slayer,5,-,Defeat Goblin in Westemnet (100),,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,S,Goblin Slayer (advanced),5,Valour,Defeat Goblin in Westemnet (200),Goblin Slayer of the Westemnet,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,S,Half-orc Slayer,5,-,Defeat Half-orc in Westemnet (100),,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,S,Half-orc Slayer (advanced),5,Justice,Defeat Half-orc in Westemnet (200),Half-orc Slayer of the Westemnet,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,S,Herd-creature Slayer,5,-,Defeat Herd-creature in Westemnet (80),,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,S,Herd-creature Slayer (advanced),5,Determination,Defeat Herd-creature in Westemnet (160),Herd-creature Slayer of the Westemnet,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,S,Orc Slayer,5,-,Defeat Orc in Westemnet (100),,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,S,Orc Slayer (advanced),5,Tolerance,Defeat Orc in Westemnet (200),Orc Slayer of the Westemnet,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,S,Troll Slayer,5,-,Defeat Troll in Westemnet (50),,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,S,Troll Slayer (advanced),5,Mercy,Defeat Troll in Westemnet (100),Troll Slayer of the Westemnet,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,S,Uruk Slayer,5,-,Defeat Uruk in Westemnet (100),,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,S,Uruk Slayer (advanced),5,Compassion,Defeat Uruk in Westemnet (200),Uruk Slayer of the Westemnet,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,S,Warg Slayer,5,-,Defeat Warg in Westemnet (100),,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,S,Warg Slayer (advanced),5,Charity,Defeat Warg in Westemnet (200),Warg Slayer of the Westemnet,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,S,Wolf Slayer,5,-,Defeat Wolf in Westemnet (100),,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,S,Wolf Slayer (advanced),5,Patience,Defeat Wolf in Westemnet (200),Wolf Slayer of the Westemnet,,
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,Q,The Road to Dunharrow,,,Edoras – Eowyn – Class trait point,,88,Solo
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,Q,All Roads Lead to Aldburg,,,Beaconwatch Mead Hall – Cutha – Class trait point,,89,Solo
Rhovanion,Western Rohan,Eorlingas / Helmingas / Ents of Fangorn,Q,The Broadacres Betrayed,,,Tordag's Camp – Torfeth – Class trait point,,91,Solo
