Category,Subcategory,Faction,Type,Deed,LP,Trait,Details,Title,Level,Party
Class,Warden,,Q,A Defense in the Darkness,,,Daisy Appledore - Bree Jail,Ward of Justice,30,Solo
Class,Warden,,Q,Watching the Marches,,,Hrotha - Ost Guruth,,45,Solo
Class,Warden,,Q,-> A Warden's Second Best Ally,,,Hrotha - Ost Guruth,Gambit Master,45,Solo
Class,Warden,,Q,-> A Weapon of Might and Glory,,,Hrotha - Ost Guruth,,45,Solo
Class,Warden,,Q,Wisdom of the Wardens,,,Hrotha - Ost Guruth,,45,Solo
Class,Warden,,Q,The Path of the Masterful Fist,,,Sadreda - The Shadowed Refuge,,58,Solo
Class,Warden,,Q,-> Goad,,,Sadreda - The Shadowed Refuge,,58,Solo
Class,Warden,,Q,-> Forced March / Along the Watchtower,,,Sadreda - The Shadowed Refuge,,58,Solo
Class,Warden,,Q,-> Offensive Strike,,,Sadreda - The Shadowed Refuge,,58,Solo
Class,Warden,,Q,-> Safeguard,,,Sadreda - The Shadowed Refuge - involves Dark Delvings,Ward of Strength,58,Fellow
